review_id,text,category,polarity,aspect.term,aspect.location,sentiment.term,sentiment.location,sentiment.type
ex_1692,"O hotel em geral é bom, o que achamos ruim foi o tamanho do quarto e do banheiro. Em se tratando de Paris já esperávamos encontrar um quarto pequeno, mas mesmo assim ficamos decepcionados. Chegamos com duas malas grandes, foi uma dificuldade abri-las. Localização ótima, a duas quadras de St Germain. Mercados e restaurantes próximos. Funcionários atenciosos. Internet free, boa qualidade.",service,POS,Funcionários,"[335, 347]",atenciosos,"[348, 358]",explicit
ex_1336,"Hotel de estrutara considerável, com excelente localização para compras e restaurantes mais turísticos. Quanto à aparência das ruas e dos transeuntes, é a mesma de toda a região de Times Square: Lotada, não muito limpa e cheia de personagens peculiares. Caso queira acordar e fazer um tranquilo passeio e ruas arborizadas, vá para o Upper East Side.",,,,,,,
ex_0383,"Em cidades grandes e com muitas atrações como Paris localização é tudo. Esse hotel fica próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis. O metrô fica do lado do hotel. Os quartos são confortáveis, com um bom tamanho. Banheiro amplo e sempre limpo. Funcionários da recepção foram sempre muito simpáticos. Definitivamente uma grande opção para aqueles que ainda não querem pagar muito mais por um hotel 5 estrelas.",location,POS,hotel,"[77, 82]","próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis","[88, 171]",explicit
ex_0383,"Em cidades grandes e com muitas atrações como Paris localização é tudo. Esse hotel fica próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis. O metrô fica do lado do hotel. Os quartos são confortáveis, com um bom tamanho. Banheiro amplo e sempre limpo. Funcionários da recepção foram sempre muito simpáticos. Definitivamente uma grande opção para aqueles que ainda não querem pagar muito mais por um hotel 5 estrelas.",location,POS,hotel,"[197, 202]",metrô fica do lado,"[175, 193]",explicit
ex_0383,"Em cidades grandes e com muitas atrações como Paris localização é tudo. Esse hotel fica próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis. O metrô fica do lado do hotel. Os quartos são confortáveis, com um bom tamanho. Banheiro amplo e sempre limpo. Funcionários da recepção foram sempre muito simpáticos. Definitivamente uma grande opção para aqueles que ainda não querem pagar muito mais por um hotel 5 estrelas.",structure,POS,quartos,"[207, 214]",confortáveis,"[219, 231]",explicit
ex_0383,"Em cidades grandes e com muitas atrações como Paris localização é tudo. Esse hotel fica próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis. O metrô fica do lado do hotel. Os quartos são confortáveis, com um bom tamanho. Banheiro amplo e sempre limpo. Funcionários da recepção foram sempre muito simpáticos. Definitivamente uma grande opção para aqueles que ainda não querem pagar muito mais por um hotel 5 estrelas.",structure,POS,Banheiro,"[253, 261]",amplo,"[262, 267]",explicit
ex_0383,"Em cidades grandes e com muitas atrações como Paris localização é tudo. Esse hotel fica próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis. O metrô fica do lado do hotel. Os quartos são confortáveis, com um bom tamanho. Banheiro amplo e sempre limpo. Funcionários da recepção foram sempre muito simpáticos. Definitivamente uma grande opção para aqueles que ainda não querem pagar muito mais por um hotel 5 estrelas.",structure,POS,Banheiro,"[253, 261]",limpo,"[277, 282]",explicit
ex_0383,"Em cidades grandes e com muitas atrações como Paris localização é tudo. Esse hotel fica próximo do Louvre, da Pont Neuf, da Notredamme, Ile de la citê e ile de Saint Louis. O metrô fica do lado do hotel. Os quartos são confortáveis, com um bom tamanho. Banheiro amplo e sempre limpo. Funcionários da recepção foram sempre muito simpáticos. Definitivamente uma grande opção para aqueles que ainda não querem pagar muito mais por um hotel 5 estrelas.",service,POS,Funcionários,"[284, 296]",simpáticos,"[328, 338]",explicit
ex_0563,"O pessoal da recepção é até gentil, porém, o hotel necessita de reforma urgente! O elevador simplesmente não cabia a mala e um casal, isso quando funcionava. O banheiro do quarto é horrível, o armário simplesmente não tem condições de guardar as roupas de tão velho. Não fiquem nesse local...",structure,NEG,armário,"[193, 200]",velho,"[260, 265]",explicit
ex_0563,"O pessoal da recepção é até gentil, porém, o hotel necessita de reforma urgente! O elevador simplesmente não cabia a mala e um casal, isso quando funcionava. O banheiro do quarto é horrível, o armário simplesmente não tem condições de guardar as roupas de tão velho. Não fiquem nesse local...",structure,NEG,elevador,"[83, 91]","não cabia a mala e um casal, isso quando funcionava","[105, 156]",explicit
ex_0563,"O pessoal da recepção é até gentil, porém, o hotel necessita de reforma urgente! O elevador simplesmente não cabia a mala e um casal, isso quando funcionava. O banheiro do quarto é horrível, o armário simplesmente não tem condições de guardar as roupas de tão velho. Não fiquem nesse local...",service,POS,recepção,"[13, 21]",gentil,"[28, 34]",explicit
ex_1416,"Hotel 4 estrelas bem confortavel proximo a Champs Elysees e a duas quadras da estação de metro e a otimos restaurantes,raramente tive que recorrer a taxi para visitar pontos turisticos. O quarto com decoração classica nos agradou bastante. Staffs atenciosos sempre dispostos a atender qualquer solicitação. Recomendo!!",service,POS,Staffs,"[240, 246]",atenciosos,"[247, 257]",explicit
ex_1416,"Hotel 4 estrelas bem confortavel proximo a Champs Elysees e a duas quadras da estação de metro e a otimos restaurantes,raramente tive que recorrer a taxi para visitar pontos turisticos. O quarto com decoração classica nos agradou bastante. Staffs atenciosos sempre dispostos a atender qualquer solicitação. Recomendo!!",service,POS,Staffs,"[240, 246]",dispostos,"[265, 274]",explicit
ex_0885,"O Wynn é diferente. O Belaggio, Veneza, e o Aria são ótimos, mas o Wynnn e o Encore são demais. Os quartos são excelentes e grandes, o serviço é top e a comida muito boa. Existe ainda ótimas opções de shows e festas, principalmente as pools parties e a boate XS. Vale a pena ir com amigos ou em casal.",structure,POS,quartos,"[99, 106]",excelentes,"[111, 121]",explicit
ex_0885,"O Wynn é diferente. O Belaggio, Veneza, e o Aria são ótimos, mas o Wynnn e o Encore são demais. Os quartos são excelentes e grandes, o serviço é top e a comida muito boa. Existe ainda ótimas opções de shows e festas, principalmente as pools parties e a boate XS. Vale a pena ir com amigos ou em casal.",structure,POS,quartos,"[99, 106]",grandes,"[124, 131]",explicit
ex_0885,"O Wynn é diferente. O Belaggio, Veneza, e o Aria são ótimos, mas o Wynnn e o Encore são demais. Os quartos são excelentes e grandes, o serviço é top e a comida muito boa. Existe ainda ótimas opções de shows e festas, principalmente as pools parties e a boate XS. Vale a pena ir com amigos ou em casal.",service,POS,serviço,"[135, 142]",top,"[145, 148]",explicit
ex_0885,"O Wynn é diferente. O Belaggio, Veneza, e o Aria são ótimos, mas o Wynnn e o Encore são demais. Os quartos são excelentes e grandes, o serviço é top e a comida muito boa. Existe ainda ótimas opções de shows e festas, principalmente as pools parties e a boate XS. Vale a pena ir com amigos ou em casal.",service,POS,comida,"[153, 159]",boa,"[166, 169]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",structure,NEG,Quarto,"[0, 6]",pequeno,"[11, 18]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",location,POS,Localização,"[91, 102]",boa,"[103, 106]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",location,POS,Localização,"[91, 102]","perto dele tem supermercado, farmácia, lavanderia e estação de metrô","[108, 176]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",structure,NEG,sabonete,"[184, 192]",sujo,"[236, 240]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",structure,NEG,shampoo,"[204, 211]",sujo,"[236, 240]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",structure,NEG,shampoo,"[204, 211]",porcaria,"[246, 254]",explicit
ex_1420,"Quarto bem pequeno, não mandaram cama extra para nossa filha (e mesmo assim ñ caberia).    Localização boa (perto dele tem supermercado, farmácia, lavanderia e estação de metrô).    O sabonete líquido (e shampoo) do banheiro totalmente sujo, uma porcaria. Compramos um sabonete em barra no supermercado e ficamos usando.    Achei o quarto muito ruim!",structure,NEG,sabonete,"[184, 192]",porcaria,"[246, 254]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",location,POS,localização,"[6, 17]",Ótima,"[0, 5]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",service,POS,café,"[19, 23]",farto,"[24, 29]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",service,POS,café,"[19, 23]",delicioso,"[32, 41]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",structure,POS,chuveiro,"[43, 51]",forte,"[52, 57]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",structure,POS,banheiro,"[59, 67]",limpo,"[68, 73]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",structure,POS,cama,"[75, 79]",maravilhosa,"[80, 91]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",service,POS,limpeza,"[93, 100]",nota 1,"[115, 121]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",service,POS,atendimento,"[103, 114]",nota 1,"[115, 121]",explicit
ex_1749,"Ótima localização, café farto e delicioso, chuveiro forte, banheiro limpo, cama maravilhosa, limpeza e atendimento nota 10! Só o quarto não é tão espaçoso, o que não foi problema pelo tempo que ficamos no quarto..  Em frente ao hotel há um mercado, onde se pode comprar um sanduíche, fatia de pizza, achocolatado, salada ou doce para um lanchinho noturno.  Vale a pena! Voltaremos, com certeza!",structure,NEG,quarto,"[129, 135]",espaçoso,"[146, 154]",explicit
ex_0931,"Estive uma vez no Hotel Açores e achei-o bem razoável. A localização central é ótima. O café da manhã era em boa quantidade e qualidade, me surpreendeu a variedade disponível. O quarto era bem razoável. Claro, o prédio é velho e os quartos e mobília são velhos, mas não tive problema quanto a isso. Fiquei em um quarto bem espaçoso com duas camas. Não voltaria ao hotel apenas porque acho ele caro pelo serviço oferecido, isto é, embora o hotel seja bom, não acho que vale o preço que custa. Se fosse mais barato, me hospedaria sempre nele.",location,POS,localização,"[57, 68]",ótima,"[79, 84]",explicit
ex_0931,"Estive uma vez no Hotel Açores e achei-o bem razoável. A localização central é ótima. O café da manhã era em boa quantidade e qualidade, me surpreendeu a variedade disponível. O quarto era bem razoável. Claro, o prédio é velho e os quartos e mobília são velhos, mas não tive problema quanto a isso. Fiquei em um quarto bem espaçoso com duas camas. Não voltaria ao hotel apenas porque acho ele caro pelo serviço oferecido, isto é, embora o hotel seja bom, não acho que vale o preço que custa. Se fosse mais barato, me hospedaria sempre nele.",structure,POS,quarto,"[312, 318]",bem espaçoso com duas camas,"[319, 346]",explicit
ex_0931,"Estive uma vez no Hotel Açores e achei-o bem razoável. A localização central é ótima. O café da manhã era em boa quantidade e qualidade, me surpreendeu a variedade disponível. O quarto era bem razoável. Claro, o prédio é velho e os quartos e mobília são velhos, mas não tive problema quanto a isso. Fiquei em um quarto bem espaçoso com duas camas. Não voltaria ao hotel apenas porque acho ele caro pelo serviço oferecido, isto é, embora o hotel seja bom, não acho que vale o preço que custa. Se fosse mais barato, me hospedaria sempre nele.",price,NEG,preço,"[475, 480]",não acho que vale,"[455, 472]",explicit
ex_1358,"Pelo que se depreende quanto ao Ar Condicionado êle não existe, informam haver climatização que na verdade não refrigera e portanto por se tratar de dias quentes era necessário dormir com as janelas abertas num lugar com grande poluição ou pó preto.  A única coisa boa era o piso dos quartos que era de carpete de madeira.",,,,,,,
ex_0712,"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização. Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho. Sem contar que eles oferecem early check-in com a maior tranquilidade.  Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...",general,NEG,hotel,"[3, 8]",pequeno,"[9, 16]",explicit
ex_0712,"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização. Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho. Sem contar que eles oferecem early check-in com a maior tranquilidade.  Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...",structure,POS,quartos,"[21, 28]",aconchegantes,"[29, 42]",explicit
ex_0712,"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização. Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho. Sem contar que eles oferecem early check-in com a maior tranquilidade.  Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...",structure,POS,quartos,"[21, 28]",confortáveis,"[45, 57]",explicit
